,HasTpm,Census_OSInstallLanguageIdentifier,LocaleEnglishNameIdentifier,EngineVersion,UacLuaenable,Census_MDC2FormFactor,Census_IsSecureBootEnabled,Census_OSVersion,Census_GenuineStateName,Census_InternalPrimaryDisplayResolutionHorizontal,RtpStateBitfield,Census_ActivationChannel,GeoNameIdentifier,Census_OSUILocaleIdentifier,Census_OSEdition,AVProductsInstalled,Census_FirmwareManufacturerIdentifier,Census_OEMNameIdentifier,Census_SystemVolumeTotalCapacity,Census_OSVersion_0
1213,1,0.04846,0.042,0.005226,0,1,0,0.00043,2,1024.0,0,0,0.04034,0.04892,0,1.0,0.0433,0.1038,103000.0,0
1214,1,0.3562,0.00807,0.4119,0,1,0,0.1009,0,1366.0,0,0,0.008095,0.3555,0,1.0,0.08966,0.03412,476938.0,0
1215,1,0.3562,0.2347,0.005165,0,5,1,0.001897,0,1366.0,0,2,0.01451,0.3555,1,2.0,0.10547,0.1063,233797.0,0
1216,1,0.02135,0.02182,0.431,0,1,1,0.019,0,1366.0,0,2,0.02214,0.02147,1,1.0,0.08966,0.10034,952727.0,0
1217,1,0.3562,0.2347,0.4119,0,2,1,0.0111,0,2736.0,0,2,0.00529,0.3555,0,1.0,0.00948,0.01462,242949.0,0
1218,1,0.3562,0.2347,0.431,0,1,0,0.1009,0,1600.0,0,0,0.004326,0.3555,0,2.0,0.10547,0.1063,110021.0,0
1219,1,0.3562,0.2347,0.4119,0,1,0,0.1009,0,1600.0,0,0,0.002195,0.3555,0,2.0,0.10547,0.1063,475565.0,0
1220,1,0.04523,0.04593,0.4119,0,0,0,0.006718000000000001,2,1024.0,0,0,0.04587,0.04578,0,1.0,0.3025,0.03204,120737.0,0
1221,1,0.01595,0.013330000000000002,0.4119,0,1,0,0.06113,0,1366.0,0,0,0.0143,0.01599,1,1.0,0.3025,0.000502,952680.0,0
1222,1,0.116,0.03738,0.007935,0,0,0,0.00733,0,1024.0,0,0,0.03815,0.1167,0,1.0,0.3025,0.003046,75817.0,0
1223,1,0.3562,0.2347,0.431,0,1,1,0.1584,0,1366.0,0,2,0.0071,0.3555,2,1.0,0.10547,0.1063,56619.0,0
1224,1,0.003944,4.673e-05,0.4119,0,0,1,0.1009,0,1600.0,0,0,7.099999999999999e-05,0.003956,1,1.0,0.3025,0.00525,226576.0,0
1225,1,0.05524,0.0505,0.431,0,3,0,0.02512,2,2560.0,0,3,0.04752,0.0559,0,1.0,0.00272,0.005314,433902.0,0
1226,1,0.04523,0.04593,0.431,0,1,1,0.1584,0,1366.0,0,2,0.04587,0.04578,2,1.0,0.3025,0.0943,476324.0,0
1227,1,0.3562,0.2347,0.431,0,1,1,0.002232,0,1920.0,0,0,0.1718,0.3555,2,1.0,0.138,0.1444,435866.0,0
1228,1,0.02267,0.01817,0.0005679999999999999,0,0,0,0.0527,0,1440.0,0,0,0.01823,0.02272,1,2.0,0.138,0.1444,100000.0,0
1229,1,0.3562,0.2347,0.431,0,1,1,0.06113,0,1366.0,0,2,0.1718,0.3555,2,2.0,0.3025,0.0943,242792.0,0
1230,1,0.02135,0.02182,0.4119,0,1,0,0.0045130000000000005,0,1366.0,0,0,0.02214,0.02147,0,1.0,0.3025,0.00859,609928.0,0
1231,1,0.014786,0.01521,0.431,0,0,0,0.0389,0,1280.0,0,1,0.01536,0.014824,0,1.0,0.138,0.1444,237924.0,0
1232,1,0.116,0.03827,0.4119,0,0,0,0.0006657,0,1920.0,0,0,0.03885,0.1167,2,1.0,0.3025,0.01499,104744.0,0
1233,1,0.03745,0.03842,0.431,0,0,0,0.002499,0,1366.0,0,0,0.03867,0.0378,0,1.0,0.3025,0.000169,152125.0,0
1234,1,0.04846,0.042,0.431,0,0,0,0.005146,2,1920.0,0,0,0.04034,0.04892,0,1.0,,,113907.0,0
1235,1,0.116,0.03827,0.431,0,1,1,0.012665,0,1366.0,0,0,0.03885,0.1167,1,2.0,0.08966,0.01569,685008.0,0
1236,1,0.116,0.01732,0.4119,0,1,0,0.06113,0,1366.0,0,2,0.01743,0.1167,2,1.0,0.3025,0.0943,380772.0,0
1237,1,0.3562,0.04608,0.431,0,1,0,0.06113,0,1366.0,0,0,0.03323,0.3555,1,2.0,0.001664,0.00525,694822.0,0
1238,1,0.04846,0.042,0.4119,0,1,1,0.011246,0,1600.0,0,0,0.04034,0.04892,1,1.0,0.08966,0.03412,940172.0,0
1239,1,0.3562,0.2347,0.01527,0,2,1,0.0016365,0,2160.0,0,0,0.1718,0.3555,0,1.0,0.3025,0.01462,54728.0,0
1240,1,0.05734,0.04608,0.4119,0,1,1,0.03644,0,1366.0,0,2,0.005047,0.0575,0,1.0,0.1317,0.1164,461088.0,0
1241,1,0.3562,0.01021,0.431,0,1,1,0.1584,0,1366.0,0,0,0.01115,0.3555,2,1.0,0.138,0.1444,109800.0,0
1242,0,0.02843,0.00331,0.431,1,0,0,0.0045130000000000005,0,1024.0,0,0,0.004883,0.02843,0,1.0,0.3025,0.004555,127450.0,0
1243,1,0.3562,0.2347,0.4119,0,0,0,0.1584,0,1280.0,0,3,0.1718,0.3555,0,1.0,0.3025,0.03204,478054.0,0
1244,1,0.3562,0.2347,0.431,0,1,0,0.01547,2,1440.0,0,0,0.1718,0.3555,1,1.0,0.00272,0.005314,58290.0,0
1245,1,0.3562,0.2347,0.431,0,1,0,0.0527,0,1280.0,0,0,0.006725,0.3555,0,1.0,0.3025,0.004555,132949.0,0
1246,1,0.3562,0.003086,0.4119,0,0,0,0.1584,2,1680.0,0,3,0.003553,0.3555,0,1.0,0.138,0.1444,203958.0,0
1247,1,0.03745,0.03842,0.4119,0,0,0,0.1009,0,1600.0,0,2,0.03867,0.0378,0,1.0,0.000492,0.004837,101387.0,0
1248,1,0.04114,0.010284,0.431,0,0,1,0.02512,0,1600.0,0,2,0.01046,0.0423,1,1.0,0.01197,0.1164,459939.0,0
1249,1,0.3562,0.2347,0.431,0,0,0,0.0527,0,1280.0,0,0,0.1718,0.3555,1,1.0,0.008965,0.03204,475598.0,0
1250,1,0.3562,0.01187,0.431,0,0,0,0.1584,0,1366.0,0,0,0.01254,0.3555,2,1.0,0.3025,0.03476,476389.0,0
1251,1,0.04846,0.042,0.02391,0,0,0,0.02428,0,1680.0,0,0,0.04034,0.04892,0,1.0,0.3025,0.01499,952582.0,0
1252,1,0.3562,0.2347,0.431,0,1,0,0.01132,0,1366.0,0,3,0.0071,0.3555,0,1.0,0.3025,0.0943,57434.0,0
1253,1,0.04846,0.002663,0.431,0,1,1,0.0111,0,1366.0,0,0,0.01284,0.04892,1,1.0,0.3025,0.0943,190774.0,0
1254,1,0.014786,0.01521,0.4119,0,0,1,0.019,0,1280.0,0,2,0.01536,0.014824,0,1.0,0.02158,0.1164,228450.0,0
1255,1,0.04114,0.01732,0.431,0,0,0,0.1584,0,1366.0,0,0,0.01743,0.0423,0,1.0,0.3025,0.03204,499019.0,0
1256,1,0.3562,0.01187,0.431,0,1,1,0.02428,0,1366.0,0,2,0.01254,0.3555,2,2.0,0.3025,0.0943,190001.0,0
1257,1,0.3562,0.2347,0.01347,0,1,1,0.02428,0,1360.0,0,2,0.0003088,0.3555,2,1.0,0.1317,0.1164,937632.0,0
1258,1,0.3562,0.00591,0.431,0,1,0,0.0389,2,1366.0,0,0,0.01451,0.3555,10,1.0,0.138,0.1444,148939.0,0
1259,1,0.116,0.01551,0.007935,0,1,1,0.007090000000000002,0,1366.0,0,2,0.01602,0.1167,2,1.0,0.3025,0.0943,952792.0,0
1260,1,0.116,0.010284,0.431,0,1,1,0.01547,0,1920.0,0,2,0.01046,0.1167,2,1.0,0.08966,0.10034,1907113.0,0
1261,1,0.3562,0.0187,0.4119,0,0,1,0.00977,0,1600.0,0,2,0.02037,0.3555,0,1.0,0.10547,0.1063,952038.0,0
1262,1,0.005516,0.005954999999999999,0.431,0,0,0,0.004326,0,1920.0,0,0,0.00658,0.005529999999999999,1,1.0,0.3025,0.03204,487819.0,0
1263,1,0.03745,0.03842,0.4119,0,3,1,0.1584,0,1366.0,0,2,0.03867,0.0378,2,1.0,0.0002327,0.004837,29203.0,0
1264,1,0.3562,0.01521,0.431,0,3,1,0.0527,0,1920.0,0,2,0.01536,0.3555,1,1.0,0.3025,0.0943,153227.0,0
1265,1,0.116,0.03827,0.431,0,1,0,0.1584,0,1366.0,0,0,0.03885,0.1167,1,1.0,0.3025,0.0943,951627.0,0
1266,1,0.3562,0.01021,0.431,0,1,1,0.02512,0,1366.0,0,2,0.01115,0.3555,2,1.0,0.08966,0.10034,175799.0,0
1267,1,0.05524,0.0505,0.4119,0,1,1,0.02399,0,1920.0,0,2,0.04752,0.0559,0,1.0,0.01197,0.1164,225808.0,0
1268,1,0.3562,0.003056,0.431,0,0,0,0.039,0,1920.0,0,0,0.004154,0.3555,0,2.0,0.3025,1.15e-05,200872.0,0
1269,1,0.014786,0.01521,0.4119,0,0,0,0.006718000000000001,2,1024.0,0,0,0.01536,0.014824,0,1.0,0.006595999999999999,0.00279,50698.0,0
1270,1,0.3562,0.013330000000000002,0.4119,0,1,0,0.02313,0,1280.0,0,3,0.0143,0.3555,0,1.0,0.01384,0.10034,75817.0,0
1271,0,0.3562,0.2347,0.431,0,0,0,0.001515,0,1920.0,0,0,0.1718,0.3555,1,1.0,0.10547,0.1063,511550.0,0
1272,1,0.3562,0.03738,0.431,0,1,1,0.01132,0,1024.0,0,2,0.03815,0.0423,1,1.0,0.1317,0.1164,456604.0,0
1273,1,0.3562,0.2347,0.431,0,0,0,0.012665,0,1360.0,0,0,0.0071,0.3555,0,1.0,0.3025,0.03476,52159.0,0
1274,1,0.014786,0.01521,0.431,0,1,1,0.01547,0,1366.0,0,0,0.01536,0.014824,1,1.0,0.01384,0.10034,254385.0,0
1275,1,0.014786,0.01521,0.4119,0,1,1,0.00854,0,1366.0,0,0,0.01536,0.014824,1,2.0,0.138,0.1444,435501.0,0
1276,1,0.3562,0.009155,0.4119,0,1,0,0.02556,2,1920.0,0,0,0.0088,0.3555,0,1.0,0.3025,0.00859,953253.0,0
1277,1,0.3562,0.2347,0.4119,0,1,0,0.0023120000000000003,0,1920.0,0,0,0.1718,0.3555,0,1.0,0.3025,0.0943,242722.0,0
1278,1,0.3562,0.2347,0.4119,0,0,1,0.1584,0,1920.0,0,2,0.1718,0.3555,1,1.0,0.02158,0.1164,940837.0,0
1279,1,,0.2347,0.4119,0,1,0,0.0007215,2,1024.0,0,0,0.1718,0.3555,0,1.0,0.0433,0.1038,99900.0,0
1280,1,0.3562,0.2347,0.4119,0,1,0,0.06113,2,1366.0,0,0,0.0051270000000000005,0.3555,0,1.0,0.1317,0.1038,159385.0,0
1281,1,0.3562,0.00591,0.4119,0,1,1,0.1009,0,1366.0,0,2,0.01451,0.3555,2,2.0,0.1317,0.1164,940984.0,0
1282,1,0.03745,0.03842,0.431,0,0,0,0.004295,0,3840.0,0,0,0.03867,0.0378,0,1.0,0.3025,0.03204,114121.0,0
1283,1,0.3562,0.0187,0.02974,0,1,0,0.003027,0,1366.0,0,0,0.02037,0.3555,1,1.0,0.10547,0.1063,481182.0,0
1284,1,0.116,0.03738,0.431,0,1,1,0.004295,0,1366.0,0,2,0.03815,0.1167,2,1.0,0.08966,0.10034,952727.0,0
1285,1,0.02301,0.0238,0.4119,0,1,1,0.00287,0,1366.0,0,0,0.02425,0.02324,2,1.0,0.3025,0.02275,359010.0,0
1286,0,0.116,0.03738,0.431,0,1,1,0.0004787,0,1366.0,0,0,0.03815,0.1167,2,1.0,0.08966,0.10034,935632.0,0
1287,1,0.3562,0.2347,0.4119,0,5,1,0.00854,0,1920.0,1,2,0.1718,0.3555,1,2.0,0.10547,0.1063,232566.0,0
1288,1,0.03745,0.03842,0.431,0,1,1,0.1584,0,1366.0,0,2,0.03867,0.0378,2,1.0,0.10547,0.1063,940221.0,0
1289,1,0.003944,0.00429,0.431,0,1,0,0.1584,0,1600.0,0,0,0.004593,0.003956,1,1.0,0.0014880000000000002,0.005436,475132.0,0
1290,1,0.05524,0.0505,0.4119,0,1,0,0.1009,0,1366.0,0,3,0.04752,0.0559,0,1.0,0.0433,0.1038,102500.0,0
1291,1,0.04114,0.01551,0.4119,0,1,0,0.02313,0,1920.0,0,2,0.01602,0.0423,2,1.0,0.01595,0.000594,952867.0,0
1292,1,0.3562,0.2347,0.4119,0,1,0,0.02399,2,1366.0,0,0,0.1718,0.3555,1,1.0,0.138,0.1444,98620.0,0
1293,1,0.0014210000000000002,0.002537,0.4119,0,1,1,0.019,0,1920.0,0,2,0.0051270000000000005,0.001443,1,2.0,0.138,0.1444,926992.0,0
1294,1,0.04846,0.042,0.431,0,1,0,0.0204,0,1600.0,0,0,0.04034,0.04892,0,2.0,0.1317,0.1038,356254.0,0
1295,1,0.003302,0.003363,0.431,0,1,1,0.007090000000000002,0,1366.0,0,0,0.004063000000000001,0.00331,1,1.0,0.08966,0.00525,459053.0,0
1296,1,0.02843,0.00454,0.431,0,1,1,0.1584,0,1920.0,0,2,0.004616,0.02843,0,1.0,0.1317,0.1164,227700.0,0
1297,1,0.116,0.01551,0.4119,0,0,0,0.1009,2,1920.0,0,0,0.01602,0.1167,0,1.0,0.3025,0.03476,50651.0,0
1298,1,0.3562,0.2347,0.4119,0,0,0,0.0204,2,1440.0,0,0,0.1718,0.3555,0,1.0,,0.03204,,0
1299,1,0.3562,0.0018425,0.005165,0,1,1,0.0111,0,1366.0,0,2,0.002195,0.3555,1,2.0,0.10547,0.1063,464893.0,0
1300,1,0.04846,0.042,0.4119,0,1,1,0.039,0,1366.0,0,0,0.04034,0.04892,1,1.0,0.08966,0.01569,446407.0,0
1301,1,0.116,0.01551,0.4119,0,1,0,0.003027,0,1366.0,1,0,0.01602,0.1167,2,3.0,0.138,0.1444,913292.0,0
1302,1,0.02135,0.02182,0.4119,0,1,1,0.039,0,1366.0,0,2,0.02214,0.02147,1,2.0,0.1317,0.1164,461335.0,0
1303,1,0.3562,0.2347,0.431,0,1,1,0.02428,0,1366.0,0,2,0.002115,0.3555,1,1.0,0.1317,0.1164,28557.0,0
1304,1,0.05734,0.04608,0.431,0,1,0,0.1584,0,1366.0,0,0,0.001198,0.0575,0,1.0,0.1317,0.1164,114471.0,0
1305,1,0.02301,0.0238,0.4119,0,1,0,0.019,0,1920.0,0,2,0.02425,0.02324,2,1.0,0.3025,0.0943,952741.0,0
1306,1,0.05734,0.00243,0.4119,0,1,1,0.06113,0,1366.0,0,0,0.002514,0.0575,1,,0.1317,0.1038,454522.0,0
1307,1,0.3562,0.2347,0.431,0,1,0,0.06113,2,1366.0,0,0,0.1718,0.3555,0,1.0,0.1317,0.1038,460129.0,0
1308,1,0.04846,0.042,0.431,0,0,1,0.0527,0,1920.0,0,2,0.04034,0.04892,0,1.0,0.10547,0.1063,461390.0,0
1309,1,0.04846,0.042,0.01797,0,0,1,0.1584,0,1680.0,0,0,0.04034,0.04892,1,1.0,0.3025,0.03476,228320.0,0
1310,1,0.116,0.01551,0.4119,0,1,1,0.0389,0,1366.0,0,2,0.01569,0.1167,2,3.0,0.08966,0.10034,475799.0,0
1311,1,0.01895,0.01933,0.431,0,1,0,0.02399,0,1600.0,0,0,0.01938,0.01913,0,2.0,0.3025,0.000435,152780.0,0
1312,1,0.3562,0.2347,0.431,0,2,0,0.019,2,1024.0,0,0,0.1718,0.3555,1,1.0,0.3025,0.0009465,28902.0,0
1313,1,0.3562,0.001292,0.4119,0,5,1,0.0020800000000000003,0,1366.0,0,0,0.002254,0.3555,1,1.0,0.138,0.1444,437794.0,0
1314,1,0.04846,0.2347,0.4119,0,1,0,0.1009,2,1366.0,0,0,0.0001055,0.04892,0,1.0,0.08966,0.10034,149088.0,0
1315,1,0.3562,0.2347,0.431,0,1,1,0.02556,0,1366.0,0,2,0.1718,0.3555,0,1.0,0.10547,0.1063,475825.0,0
1316,1,0.02301,0.0238,0.431,0,1,0,0.06113,0,1360.0,0,0,0.02425,0.02324,0,1.0,0.017669999999999998,0.02275,99092.0,0
1317,1,0.02301,0.0238,0.4119,0,1,0,0.1009,0,1360.0,0,0,0.02425,0.02324,0,2.0,0.3025,0.0943,249391.0,0
1318,1,0.3562,0.0018425,0.4119,0,1,1,0.019,0,1366.0,0,0,0.002195,0.3555,1,3.0,0.1317,0.1038,276239.0,0
1319,1,0.3562,0.01013,0.4119,-1,1,1,0.000977,0,1600.0,0,2,0.01284,0.3555,1,3.0,0.08966,0.10034,952727.0,0
1320,1,0.04846,0.042,0.431,0,1,0,0.02512,0,1366.0,0,0,0.04034,0.04892,1,1.0,0.1317,0.1038,476438.0,0
1321,1,0.3562,0.2347,0.4119,0,0,0,0.016980000000000002,0,1920.0,0,0,0.002762,0.3555,6,1.0,0.0014880000000000002,0.005436,476438.0,0
1322,1,0.01595,0.013330000000000002,0.4119,0,0,0,0.1584,0,5760.0,0,0,0.0143,0.01599,0,1.0,0.3025,0.007965,476367.0,0
1323,1,0.02135,0.02182,0.4119,0,1,1,0.0389,0,1366.0,0,2,0.02214,0.02147,1,2.0,0.1317,0.1164,937512.0,0
1324,1,0.3562,0.04608,0.431,0,7,1,0.1584,0,2560.0,0,2,0.03323,0.3555,0,1.0,0.01595,0.0001165,487209.0,0
1325,1,0.05734,0.04608,0.431,0,1,1,0.03644,0,1366.0,0,0,0.03323,0.0575,1,,0.1317,0.1038,1406332.0,0
1326,1,0.3562,0.01013,0.4119,0,1,1,0.00977,0,1920.0,0,0,0.01284,0.3555,0,1.0,0.10547,0.1063,475023.0,0
1327,1,0.116,0.03827,0.431,0,1,0,0.06113,0,1366.0,0,0,0.03885,0.1167,1,2.0,0.0433,0.1038,460657.0,0
1328,1,0.3562,0.2347,0.4119,0,7,0,0.06113,0,800.0,0,2,0.1718,0.3555,1,1.0,0.01595,1.425e-05,28924.0,0
1329,1,0.02301,0.0238,0.4119,0,1,1,0.039,0,1366.0,0,2,0.02425,0.02324,2,1.0,0.138,0.1444,926992.0,0
1330,1,0.00884,0.00875,0.01347,0,1,1,0.0527,0,1366.0,0,2,0.011284,0.00906,2,2.0,0.3025,0.0943,190001.0,0
1331,1,0.04523,0.04593,0.431,0,2,1,0.1584,0,2160.0,0,2,0.04587,0.04578,4,1.0,0.3025,0.000701,121497.0,0
1332,1,0.3562,0.01021,0.431,0,1,1,0.01547,0,1920.0,0,2,0.01115,0.3555,2,1.0,0.08966,0.10034,952727.0,0
1333,1,0.02135,0.02182,0.431,0,1,1,0.01132,0,1366.0,0,2,0.02214,0.02147,1,1.0,0.3025,0.0943,471492.0,0
1334,1,0.3562,0.04608,0.4119,0,0,0,0.039,0,1920.0,0,0,0.03323,0.3555,1,2.0,0.3025,0.00525,467395.0,0
1335,1,0.04523,0.04593,0.431,0,1,0,0.1584,0,1920.0,0,4,0.04587,0.04578,0,1.0,0.3025,0.0002995,60534.0,0
1336,1,0.3562,0.01021,0.4119,0,2,1,0.03644,0,2160.0,3,2,0.01115,0.3555,2,2.0,0.08966,0.10034,120963.0,0
1337,1,0.04523,0.04593,0.4119,0,1,1,0.00868,0,1366.0,0,0,0.04587,0.04578,4,2.0,0.005543,0.1444,102401.0,0
1338,1,0.3562,0.01521,0.02391,0,1,1,0.006184,0,1366.0,0,2,0.01536,0.3555,1,2.0,0.10547,0.1063,464407.0,0
1339,1,0.02301,0.0238,0.01347,0,0,1,0.0527,0,1680.0,0,1,0.02425,0.02324,0,2.0,0.3025,0.03476,915149.0,0
1340,1,0.04523,0.04593,0.007935,0,0,1,0.01132,0,1920.0,-1,2,0.04587,0.04578,4,2.0,0.138,0.1444,153600.0,0
1341,1,0.116,0.001553,0.4119,0,1,0,0.1009,0,1920.0,0,0,0.001714,0.1167,1,1.0,0.1317,0.1038,926875.0,0
1342,1,0.3562,0.013330000000000002,0.431,0,0,0,0.03644,0,1920.0,0,0,0.0143,0.3555,0,1.0,0.3025,0.007965,237065.0,0
1343,1,0.3562,0.0505,0.431,0,0,0,0.002861,2,1920.0,0,3,0.04752,0.3555,7,1.0,0.3025,0.03476,99899.0,0
1344,1,0.04523,0.04593,0.431,0,5,1,0.1584,0,1366.0,0,0,0.04587,0.04578,4,2.0,0.10547,0.1063,466440.0,0
1345,1,0.04523,0.04593,0.431,0,0,0,0.0389,2,1600.0,0,0,0.04587,0.04578,0,1.0,0.3025,0.01499,101523.0,0
1346,1,0.014786,0.01521,0.005226,0,1,1,0.02428,0,1920.0,0,2,0.01536,0.014824,0,2.0,0.10547,0.1063,243026.0,0
1347,1,0.3562,0.2347,0.4119,0,1,1,0.001587,0,1920.0,0,2,8.076e-05,0.3555,0,1.0,0.10547,0.1063,242578.0,0
1348,1,0.03745,0.03842,0.4119,0,1,1,0.06113,0,1366.0,0,0,0.03867,0.0378,2,1.0,0.08966,0.10034,459331.0,0
1349,1,0.02267,0.005093,0.431,0,0,0,0.1584,0,1920.0,0,0,0.00609,0.02272,0,2.0,0.3025,0.03476,228031.0,0
1350,1,0.03745,0.03842,0.431,0,0,0,0.039,0,1360.0,3,0,0.03867,0.0378,0,2.0,0.0004456,0.00147,99450.0,0
1351,1,0.03745,0.03842,0.431,0,1,1,0.004295,0,1366.0,0,0,0.03867,0.0378,1,2.0,0.10547,0.1063,623359.0,0
1352,1,0.116,0.003294,0.431,0,1,0,0.0389,0,1366.0,0,0,0.003513,0.1167,2,1.0,0.10547,0.1063,476438.0,0
1353,1,0.00939,0.009895,0.01347,1,1,1,0.1009,0,1366.0,0,2,0.01006,0.00951,1,1.0,0.10547,0.1063,939467.0,0
1354,1,0.04114,0.01551,0.431,0,0,0,0.1584,0,1280.0,0,1,0.01569,0.0423,0,1.0,0.3025,0.03476,952434.0,0
1355,1,0.116,0.03827,0.4119,0,1,1,0.1009,0,1366.0,0,2,0.03885,0.1167,1,1.0,0.005543,0.1444,59023.0,0
1356,1,0.3562,0.2347,0.01527,0,3,1,0.000562,0,1280.0,0,2,0.0006129999999999999,0.3555,1,1.0,0.138,0.1444,28542.0,0
1357,1,0.116,0.03827,0.431,0,1,0,0.02313,1,1366.0,0,0,0.03885,0.1167,0,1.0,0.0433,0.1038,119900.0,0
1358,0,0.3562,0.2347,0.4119,0,0,0,0.003027,0,1920.0,0,0,0.1718,0.3555,1,1.0,0.3025,0.001858,940455.0,0
1359,1,0.00808,0.008125,0.4119,0,1,0,0.06113,0,1366.0,0,0,0.008223999999999999,0.00811,1,2.0,0.138,0.1444,430658.0,0
1360,1,0.3562,0.2347,0.431,0,1,0,0.06113,0,1366.0,0,0,0.1718,0.3555,0,1.0,0.01384,0.10034,609581.0,0
1361,1,0.001192,0.004063000000000001,0.431,0,5,1,0.003607,0,1366.0,0,0,0.00953,0.001208,2,1.0,0.017669999999999998,0.10034,231497.0,0
1362,1,0.05524,0.0505,0.4119,0,1,1,0.039,0,1920.0,0,0,0.04752,0.0559,2,2.0,0.08966,0.10034,935631.0,0
1363,1,0.3562,0.2347,0.4119,0,1,0,0.00868,0,1366.0,0,3,0.1718,0.3555,0,2.0,0.10547,0.1063,99900.0,0
1364,1,0.3562,0.2347,0.4119,0,7,1,0.00854,0,1920.0,0,2,0.1718,0.3555,0,1.0,0.0433,0.1038,118278.0,0
1365,1,0.04846,0.042,0.431,0,1,1,0.1584,0,1920.0,0,2,0.04034,0.04892,1,1.0,0.3025,0.0943,953093.0,0
1366,1,0.05524,0.0505,0.431,0,1,1,0.06113,0,1366.0,0,2,0.001314,0.0559,2,1.0,0.10547,0.1063,464741.0,0
1367,1,0.3562,0.2347,0.4119,0,0,0,0.013213999999999998,2,1920.0,0,0,0.1718,0.3555,0,1.0,0.3025,0.03204,94771.0,0
1368,1,0.04523,0.04593,0.007935,0,2,1,0.01149,0,1280.0,0,2,0.04587,0.04578,1,1.0,0.3025,0.0943,58863.0,0
1369,1,0.04846,0.042,0.431,0,0,0,0.02399,0,1920.0,0,0,0.04034,0.04892,0,1.0,0.3025,0.03476,70000.0,0
1370,1,0.02301,0.0238,0.4119,0,0,0,0.02556,0,1920.0,0,0,0.02425,0.02324,0,1.0,0.3025,0.00943,113857.0,0
1371,1,0.3562,0.2347,0.4119,0,1,1,0.1009,0,1366.0,0,0,0.1718,0.3555,2,2.0,0.08966,0.10034,952373.0,0
1372,1,0.05524,0.2347,0.4119,0,1,1,0.039,0,1366.0,0,2,0.001857,0.0559,2,1.0,0.3025,0.0943,28742.0,0
1373,1,0.116,0.03827,0.4119,0,1,1,0.06113,0,1366.0,0,2,0.03885,0.1167,1,1.0,0.3025,0.0943,952732.0,0
1374,1,0.116,0.03827,0.01797,0,1,1,0.02512,0,1366.0,0,2,0.03885,0.1167,1,1.0,0.3025,0.0943,953093.0,0
1375,1,0.3562,0.009155,0.02391,0,1,0,0.0023120000000000003,0,1366.0,0,0,0.0088,0.3555,1,1.0,0.08966,0.03412,299061.0,0
1376,1,0.05524,0.0505,0.01347,0,1,0,0.0527,2,1366.0,0,0,0.04752,0.0559,1,1.0,0.3025,0.0943,475575.0,0
1377,1,0.03745,0.03842,0.005226,0,0,0,0.03644,3,1920.0,0,0,0.03867,0.0378,0,1.0,0.0004456,0.00147,304283.0,0
1378,1,0.04114,0.005016,0.4119,0,1,1,0.1009,0,1366.0,0,2,0.005405,0.0423,2,3.0,0.3025,0.1164,923559.0,0
1379,0,0.04846,0.002869,0.01527,0,1,0,0.002861,0,1366.0,0,0,0.0064930000000000005,0.04892,1,1.0,0.1317,0.1038,280497.0,0
1380,1,0.3562,0.0187,0.4119,0,1,1,0.00854,0,1366.0,0,2,0.02037,0.3555,2,1.0,0.1317,0.1164,676379.0,0
1381,1,0.02843,0.02031,0.4119,0,0,0,0.02556,0,1280.0,0,0,0.02072,0.02843,0,1.0,0.02158,0.00525,249232.0,0
1382,1,0.0024760000000000003,0.003086,0.431,0,1,1,0.1584,0,1366.0,0,2,0.003553,0.0025440000000000003,1,2.0,0.3025,0.0943,189653.0,0
1383,1,0.3562,0.042,0.4119,0,0,0,0.01132,2,1366.0,0,0,0.04034,0.3555,0,1.0,0.006595999999999999,0.00279,60938.0,0
1384,1,0.3562,0.04608,0.431,0,1,0,0.00854,0,1366.0,0,0,0.001198,0.3555,0,1.0,0.1317,0.1038,228332.0,0
1385,1,0.3562,0.00807,0.02391,0,1,1,0.0204,0,1366.0,0,2,0.008095,0.3555,2,1.0,0.005543,0.1444,28542.0,0
1386,1,0.04523,0.04593,0.01527,0,0,1,0.0204,0,1920.0,0,2,0.04587,0.04578,4,1.0,0.10547,0.1063,233261.0,0
1387,1,0.02135,0.02182,0.431,0,0,0,0.1584,0,1440.0,0,0,0.02214,0.02147,0,2.0,0.3025,0.01499,475878.0,0
1388,1,0.00884,0.00875,0.431,0,3,0,0.011246,1,1920.0,0,2,0.011284,0.00906,0,1.0,0.0002388,0.0004876,29203.0,0
1389,1,0.04523,0.04593,0.4119,0,1,0,0.02556,0,1366.0,0,0,0.04587,0.04578,0,2.0,0.138,0.1444,61440.0,0
1390,1,0.116,0.003294,0.431,0,0,0,0.01547,2,1024.0,0,0,0.003513,0.1167,1,1.0,0.10547,0.1063,75742.0,0
1391,1,0.005516,0.005954999999999999,0.4119,0,1,1,0.02428,0,1920.0,0,0,0.00658,0.005529999999999999,1,2.0,0.017669999999999998,0.02275,221730.0,0
1392,1,0.00884,0.00875,0.4119,0,1,0,0.1009,0,1366.0,0,0,0.011284,0.00906,2,2.0,0.3025,0.0943,381546.0,0
1393,1,0.04523,0.04593,0.4119,0,4,1,0.0019760000000000003,0,1920.0,0,2,0.04587,0.04578,4,2.0,0.138,0.1444,102400.0,0
1394,1,0.04114,0.01551,0.4119,0,1,0,0.1584,0,1366.0,0,1,0.01569,0.0423,0,1.0,0.0433,0.1038,952515.0,0
